Platzierung	ID	Titel
906	71852	Im Ortskern Durchgangsverkehr auf 30 kmh beschränken
907	72265	Entlastung der Stuttgarter Innenstadt durch Verlegung von Veranstaltungen auf den Cannstatter Wasen
908	72183	Fußgängerinfrastruktur im Synergiepark verbessern
909	72215	Tempo 30 in Waldburgstraße auf Höhe Bushaltestelle Pestalozzi-Schule
910	70227	Fußgängerweg für Schüler Pragschule einrichten
911	71800	Haltestellen-Wartehäuschen für Bus 82
912	70982	Busverbindung Südheimer Platz - Stuttgart West (Hölderlinplatz)
913	70823	Schwimmbecken im Pflegeheim wieder für die Öffentlichkeit öffnen
914	71932	Schloss Solitude Zebrastreifen/Ampel zum Parkplatz Kreuzung Solitudestr. /Bergheimer Steige
915	71057	Stadtbahnlärm reduzieren
916	71189	Regiorad Stuttgart auf Free-Floating umstellen
917	70703	Kostenlose Taxinutzung (SSB Flex) bei 49 Euro Ticket
918	70519	Keine gelbe Säcke (Müll) auf dem Gehweg
919	70859	Zebrastreifen Panoramastraße - Seestraße - Katharinenhospital
920	71173	Zebrastreifen zum und im Industriegebiet Hinterer Vogelsang - mehr Sicherheit für Fußgänger
921	71319	Schlaglöcher und Strassenbelag Zeppelinstrasse
922	70291	SSB Flex Netz auch auch für tagsüber ausbauen
923	70993	Kennzeichenbasiertes Parkraummanagement und automatisierte Überwachung
924	71821	Anwohnerparkausweise für Beschäftigte an Schulen und Kitas
925	70276	Kurzstreckenticket zwischen Killesberg und Hbf auch mit Bus
926	70908	Hallen-/Freibad in Münster/Bad Cannstatt oder Umgebung schaffen
927	72423	Stellplätze mit Ladesäulen für Carsharingautos zur Verfügung stellen.
928	71286	Fahrradturm am Benz-Platz in Untertürkheim
929	71025	Sicherheit und Sauberkeit im Park der Villa Scheufelen
930	71988	U-Bahnübergang Hasenbergstraße Ecke Schloss/Bebelstraße ist unsicher
931	71248	Parkraum in der Neckartalstraße mit Bäumen begrenzen
932	71242	Modernisieren
933	72429	Heller, langlebiger Belag für Straßen & Gehwege
934	71482	Tempo 30 in der Bottroper Strasse und Am Römerkastell einführen
935	71107	Tempo 40 in der Heerstraße
936	72283	Südliche Fußgängerbrücke über die Bahngleise am Bahnhof Vaihingen sanieren
937	71013	Fußgängerüberweg Etzelstraße
938	70932	Bürgerhaus für Stuttgart Nord
939	72374	Warnhinweise an der Gaußstraße / Schülerüberquerung
940	72221	Basketball-Court in Nord
941	70924	Outdoorsportgeräte in Sillenbuch-Heumaden
942	70543	Birkenwaldstraße in Tempo 30 Zone integrieren
943	71775	Neckardamm Stuttgart-Münster sicherer für Fußgänger machen
944	71760	Frühe Hilfen ausbauen
945	70427	Bremskissen und Tempo 30 an der Ampel zur Carl-Benz-Grundschule
946	71402	Anwohnerparken in Park & Ride Gebieten
947	72372	Sprühnebel
948	71803	Steuer auf freilaufende Katzen erheben
949	71844	Sichere Überquerung der Gerlingerstraße, in S-Hausen durch einen Zebrastreifen schaffen
950	71104	Fußgängerüberweg Waldburgstrasse - Vaihinger Waldheim
951	71930	Sanierung/Reinigung Haltestelle U-Degerloch
952	70550	Eltern-Kind-Cafe in Bad Cannstatt
953	71021	Sicheres Stuttgart
954	70474	Sinnlose Fahrradstreifen zurückbauen
955	71995	Wartehäuschen Fanny-Leicht-Straße Nord
956	71752	Fußweg entlang des Bußbaches bis Hedelfingen am Dürrbach weiterführen
957	71171	Erlauben Flurstück-übergreifender Restmüllgemeinschaften
958	71552	Spielplatzerweiterung für die Kleinsten in S-Sillenbuch
959	72264	Bachlehrpfad in Hedelfingen/Rohracker
960	70221	Fußballplatz in Stuttgart-Nord einrichten
961	72188	Holz Miniramp & niedrige Rails “Plaza”
962	72225	Stadtbahn von Steinhaldenfeld nach Hofen
963	70058	Lärmschutz in Stammheim an den Bundesstraßen bisher unzureichend
964	70238	Kneippbecken im Rosental errichten
965	70686	Buntes Stuttgart
966	71065	Förderprogramm \"E-Lastenräder für Stuttgarter Familien\" einstellen und nicht erneuern
967	72342	Überdachung und Sitzgelegenheiten Bushaltestelle Nixenweg wiederherstellen
968	70387	Basketballplatz
969	70234	Schwimmbad
970	71781	Begrünte Gehwegüberdachung
971	70368	Schaffung von Baumgräbern auf dem Friedhof Obertürkheim
972	72227	Beleuchtung Fuß- und Radweg Böblinger- / Burgstallstr.
973	71285	Befestigter Weg Rosensteinpark am Wilhelma-Gelände
974	72192	Direkter Linienbus von Stuttgart Stammheim nach Korntal
975	72254	SEV-Busse bei S-Bahn-Problemen generell einsetzen
976	71869	RegioRad-Station für Sommerrain
977	70802	Hochbunker Rosenstein
978	72425	Mehr Busverkehr- mindestens in 500m eine Haltestelle
979	70670	Zebrastreifen Fußgänger-Überweg Sonnenbergstraße
980	70250	Radfahrer in Arminstr. entgegen Einbahnstr. erlauben
981	71345	4 Fussgängerüberwege (á la 4-way-stop) an alle Kreuzungen in verkehrberuhigten Zonen rund um Schulen: Park- und Schulwegprobleme gelöst!
982	70634	Tempo 30 in ganzem Stadtteil Zuffenhausen einführen
983	70430	Sanierung Treppe Botnanger Sattel - Lindpaintnerstraße
984	72138	Hanglagen beim ÖPNV-Haltestellenabstand berücksichtigen
985	70717	Basketball
986	72333	Eine Klimmzugstange für jeden Stadtteil
987	70656	Krisenvorsorgeteam pro Stadtteil gründen
988	72223	Altersdiskriminierung in Mineralbäder Berg und Cannstatt beenden
989	71534	Zebrastreifen Rosenbergstraße Höhe Aufgang Hoppenlaufriedhof
990	72315	U4 Hölderlinplatz- Erwin Schoettleplatz verlängern
991	72055	Radweg in Freibergstr. einführen
992	71237	Barfußpark
993	71053	Verbesserung des Zugangs zur Haltestelle Möhringen Freibad
994	71072	Trampelpfad hinter der Bushaltestelle Universität befestigen.
995	71687	Förderung der Laienmusik-Ensembles (Orchester, Chöre etc.)
996	72380	Verkehrlärmbelästigung in der Rosenbergstraße wirkungsvoll verringern.
997	70500	Kinderspielplatz in Mönchfeld aufbauen
998	70635	Restlichen Außenbereich von Stammheim als Landschaftsschutzgebiet ausweisen
999	71006	Sanierung Zeppelinstraße
1000	72404	S-Ost Spielstraße vor Kindertagesstätte (Gebiet Hornbergstraße) 
1001	72239	Bus Linie 92: häufigere Taktung einrichten
1002	71491	Sicherer Schulweg im Bereich Kemnater Straße / Schemppstr.
1003	71158	Wiederaufbau Schutzhütte am Schnarrenberg
1004	71410	Wohnungsbau
1005	72149	Die Stadt beschleunigt die Entwicklung des Eiermann-Campus mit innovativer Verkehrsanbindung - zur Not erwirbt die LHS Stuttgart das Gelände selber oder mit einem Investor
1006	72178	Fahrradweg Weilimdorf Spechtweg / Waldhornweg ausweisen
1007	70889	Baumaßnahmen zur Verkehrsberuhigung der Reutlinger Straße
1008	71968	Illegale \"Gartenhäuser\" und Bauten auf der Wangener Höhe kontrollieren
1009	70041	Fußgängerüberweg an Bus-Haltestelle Rohrer Höhe einrichten
1010	71992	Neue bezahlbare Mietwohnungen in S-Hausen schaffen
1011	70600	Lärmschutz entlang der B10 und B14 zwischen Wangen/Obertürkheim und Stuttgart Ost sowie der umliegenden Naherholungsgebiete
1012	72284	Spielplatz \"Alter Friedhof\" aufwerten
1013	70900	Fußgängerwege- und Begrünungskonzept für die Anbindung der Bereichs Jägerstraße -Goethestraße an den neue Hauptbahnhof
1014	71743	Ausbau Linie 50
1015	72158	Bau einer Mensa auf der Sporthalle der Jörg-Ratgeb-Schule
1016	70173	Zebrastreifen Haußmannstr. 103 vor Penny
1017	71002	Ertüchtigung Fuß- und Radwege in Büsnau/Vaihingen
1018	72438	Pestalozzi-Schule: Fahrrad-Streifen am Parkplatz
1019	72169	Fußgängerzone in Botnang-Ortsmitte
1020	70680	Familien Bildung
1021	71498	Fahrradschutzstreifen Hofener Strasse
1022	71361	Grossprojekte abspecken
1023	70226	Garagennutzung kontrollieren
1024	72111	Dringende Neugestaltung des Außengeländes der vom Brand gezeichneten KiTA \"Eulennest\" in der Lüglensheidestraße
1025	71694	Spielgeräte Grundschule Hofen
1026	72454	Zebrastreifen in Vollmoellerstraße: Busbahnhof / Stadtpark Vaihingen bauen
1027	71850	Bockelstraße zur 30-er Zone
1028	70626	Aufenthaltsverbot bei Alkoholkonsum auf und an von der Stadt Stuttgart empfohlenen Schulwegen
1029	70572	Öffentlicher Treffpunkt für Birkach
1030	71258	Rampe an Degerlocher Haltestelle sicher machen für Fußgänger:innen
1031	71470	Fussgängerampel am Ortsausgang Botnang Richtung Feuerbach
1032	72231	Ein Gedenkbuch für die Stuttgarter Opfer der nationalsozialistischen „Euthanasie“-Morde für das Jahr 2030 (oder vorher)
1033	72452	Cannstatter Carre : Beide Verkehrskreisel auf der Daimlerstrasse verkehrs beruhigen
1034	70429	Zebrastreifen Am Römerkastell zum Nahversorger in der Naststraße
1035	71310	Rollstuhlgerechtes Laden
1036	70023	Neue Stadtbahn zur Verbesserung des Nahverkehrs in Stammheim
1037	70099	Errichtung einer Frischlufthalle auf dem Gelände des TB Untertürkheim
1038	71935	Schloss Solitude langfristige Lösung für Schlaglöcher - Parkplatz Kreuzung Solitudestr. /Bergheimer Steige
1039	71866	Wohnraum schaffen. Wohungsprostitution verbieten
1040	72105	öffentliches Planungsforum für den Rückbau der B14
1041	70463	Abfallkalender, Anfuhrterminplan wieder in gedruckter Form an die Bürger geben
1042	70398	52 er soll morgens öfters fahren
1043	71200	Neue Spielgeräte für den Combe Spielplatz
1044	70637	Außenbereich von Plieningen als Landschaftsschutzgebiet ausweisen
1045	70618	Tiere
1046	70286	E-Bike Panoramaweg
1047	71580	“Lebenswerte Städte durch angemessene Geschwindigkeiten” - Laustraße/Sonnenberg
1048	70504	Sanierung Mönchfeldschule Grundschule
1049	70277	Anbindung des Wohngebiets Plettenberg an den ÖPNV
1050	71374	Fussgängerüberweg bei Solitudestrasse 196
1051	72417	Begrünung, Schatten spenden und Verschönerung der Fläche vor den Kindergärten bei der Eiche 7 und bei der Eiche 9
1052	71790	Fußgängerüberweg Olgastr.-Höhe Weißenburgstr.
1053	70093	Kleinbuslinie in Stuttgart Kaltental einführen
1054	71404	Professioneller Copy-Shop in der Stadtbibliothek
1055	71875	Reinsburgstraße aspaltieren zwischen Schwabstraße und Silberburgstraße
1056	72063	Fahrradweg im Bereich Augsburger Str. 593-655
1057	71016	U-Turn Blitzer
1058	70837	Bremsschwellen/ Blitzer vor Kitas Meluner Straße
1059	72390	Querparker zu lang
1060	71191	Tempo 40 Mühlhäuser Straße/Max-Eyth-See
1061	71984	Die Gehwege für Gehbehinderten in Winkelriedstraße, sowie von Zahn-Nopperstraße zum Bahnhof sicher gestalten!
1062	71499	Spielplatz in S-Wangen
1063	72400	Freibad Möhringen: Schwimmbecken wieder beheizen
1064	70609	Bunte Wasserspiele mit Musik im Zentrum von Stuttgart
1065	71206	Stadtteilbus in Münster
1066	71483	Barrierefreier Zugang/Sanierung der Treppe vom Waldeck in den Wald westlich der Böblinger Straße
1067	71643	Hans Rehn Stift nicht abreissen
1068	71486	Carsharing Stadtmobil-Station in Riedenberg
1069	70571	Boule Platz in Stuttgart Mühlhausen
1070	71571	RegioRad-Station am Wilhelmsplatz überdachen
1071	70520	Zebrastreifen an der Kreuznacherstrasse
1072	70825	Schnelleres Internet in vaihingen
1073	72368	Nutzung der Tief-Geothermie auf Fildern untersuchern
1074	71014	Öffentlicher Verkehr: U29 Botnang - HBF Stuttgart verlängern
1075	70009	Friedhöfe kundenfreundlicher gestalten
1076	72302	Lunaweg im Stadtteil Dürrlewang zum vollwertigen Fuß- und Radweg ausbauen
1077	70410	Projekt: Fußgängerampel 2.0
1078	72157	Olgastraße verkehrsberuhigen
1079	70194	Zebrastreifen für Zazenhäusener Strasse
1080	71778	Grüngut-Abtransport der AWS von Sammelplätzen am Rand von LSG
1081	70998	Bei Tunnel-, Straßen- und Betonsanierungen “sinnvolle” Farben wählen
1082	72019	Lärmschutzwand A8
1083	70095	Kreisverkehr am Botnanger Sattel einrichten
1084	70018	Busverbindungen verbessern in Stammheim
1085	72041	Beleuchtung am Fußweg S-Bahnhof Österfeld bis Michael-Bauer-Schule
1086	72266	Wegbeleuchtung im Rohrer Park
1087	70240	Freibad Weilimdorf schaffen
1088	72364	Hochhäuser für Wohnungen bauen
1089	71846	30km/h in Stammheim
1090	72256	Buslinie 56: Haltestelle Veielbrunnenweg in Richtung Wilhelmsplatz wieder aktivieren
1091	72100	Den Eduard-Pfeiffer-Platz retten und erhalten.
1092	70039	Einheitliches Konzept: Verbreiterung Fußwege an Kreuzungen in Wohngebieten
1093	70300	Tempo 30 in der Robert-Leicht-Str. einführen
1094	71595	Geschwindigkeitsbeschränkung Hallschlag, Löwentorstrasse
1095	72402	Lerchenplatz anhübschen
1096	71737	Hofener Straße dauerhaft für den KFZ-Verkehr sperren
1097	72145	Kein Tempo 30 in der Stadt, keine Verkehrsversuche
1098	70110	Trimm-Dich-Pfad im Witthauwald erneuern
1099	71744	30er Zonen besser ausschildern oder markieren
1100	71047	Ein schöner Park in Sillenbuch/Riedenberg
1101	71058	Vorrangregelung des ÖPNV an Ampelanlagen prüfen
1102	70639	Keine Seilbahnen in Stuttgart bauen
1103	72117	Linie 47 über Ostendplatz
1104	72030	Stuttgart Gaisburg, Gebiet Plettenberg Anbindung an das öffentliche Verkehrsnetz
1105	71040	Anna-Scheufele-Platz, Kaltental
1106	71576	Bessere Taktung der Busse in Birkach
1107	70989	Stadtteiltreff und Generationencafé Mühlhausen mittags mit Mensa Funktion für die Grundschule Mühlhausen
1108	70136	Sanierung Gemeinschaftsplatz Eiernest
1109	70795	Bearbeitung und Verfolgung von privaten Ordnungswidrigkeitsanzeigen durch das Ordnungsamt
1110	70121	Angebotsverbesserung Buslinie 91
1111	71861	Würdigung einer Klinikgründerin
1112	70540	Gottlieb-Daimler-Gymnasium - U13 soll morgens und Nachmittags im 5 Minuten Takt fahren
1113	71828	Stationäre Blitzer für die Hohenheimerstraße
1114	70648	Gehweg in der Haußmannstraße sanieren
1115	70601	Family-Do-it-Together Repair Treff & Mehr im Rilkeweg 19 ehemaliger Kindergarten
1116	70417	Rotebühlstraße/Paulinenstraße - Abkürzung unterbinden
1117	72108	Soziale Begegnung , Verbesserung des Kulturangebots in Zuffenhausen
1118	71199	Magstadter Straße: Brücke oder -unterführung für Fußgänger*innen und Fahrradfahrer*innen
1119	70416	Ausbau Nahwärmenetz in Stgt Münster
1120	72198	Spielplatz für Stuttgart-Schönberg
1121	70019	Die Griegstraße in Botnang den Fußgängerinnen und Fußgängern zurückgeben.
1122	71925	Calisthenics-Anlage für den Fasanenhof
1123	72339	Ein Querschnittsreferat im Sinne eines runden Tisches im Rathaus für nichtkommerzielle Begegnungsräume und den öffentlichen Raum
1124	71264	NS Erinnerung und die Schatten der Stuttgarter NS Täter
1125	70919	Luftfilter zwischen Pragsattel und Maybachstrße
1126	71139	\"Kein Platz für Rassismus\" - Parkbänke gegen Rechts!
1127	70160	Dauerhaft bezahlbaren Parkraum schaffen
1128	72445	Sicherheit Unterführung Vaihinger Markt - Hauptstraße - Sigmundtstraße
1129	70117	Calisthenics-Anlage (Sportanlage) in Feuerbach
1130	71358	Stuttgarter Erklärung (1933) Erklärung süddeutscher Fußballvereine zum Ausschluss von jüdischen Mitgliedern im Jahr 1933
1131	70563	SSB-Betriebshof Weilimdorf
1132	71637	Sporthalle, Waldebene Ost
1133	71880	Wochenmarkt für Kinder - in Zuffenhausen
1134	70778	Durchfahrt bei Umlaufschranken oder „Drängelgitter“ vergrößern
1135	71514	Urachstraße: Umgestaltung zu einer Einbahnstraße mit Fahrradweg
1136	71190	Zweite Dusche am Killesberg-Freibad im Kinderbereich
1137	71422	Stationärer Blitzer
1138	71951	Verbesserung Rund um die Grabkapelle
1139	70151	Aktivitätszentrum für Jugendliche und Erwachsene in Degerloch einrichten
1140	71762	Außerschulischer Lernort zu selbstbewusst-demokratischer Lebensbewältigung
1141	70109	Asphaltierte Pumptrack und Skaterpark einrichten
1142	72340	Stadtteilinfoboxen
1143	70888	Tempo 30/40 in der Kappelbergstraße und Großglocknerstraße
1144	70394	Fußgänger- und Fahrradbrücke (Kreuzung Neuwirtshaus-Stammheim) über die Schwieberdingerstraße
1145	71981	Busse für Senioren
1146	71178	Zahlung einer Stuttgart-Zulage für Beschäftigte der Kernverwaltung
1147	71989	Partnerschaft für ein Seenotrettungsschiff
1148	70491	Sportanlagen errichten
1149	71603	30er Zone Endersbacher Strasse
1150	70705	Stuttgart hundefreundlicher machen
1151	72008	Pflaster-Reparaturtruppe am städtischen Bauhof
1152	70281	Sanierung des Gehwegs gegenüber der John-Cranko-Schule (Schützenstr.)
1153	71617	Erneuerung des Fuß- und Radweges (alter Schulweg von Hausenring nach Giebel)
1154	71832	Radweg an Großglockner Strasse bergauf
1155	70154	Wassersport & Wakepark fördern
1156	70575	Verkehrsfluss am Rande des Stuttgarter-Westens verbessern
1157	72455	Verkehrssicherheit für Fußgänger erhöhen - rutschhemmender Belag
1158	71386	Schleichverkehr durch Wohngebiete vermeiden indem der Verkehr auf die Hauptstraßen gebündelt wird.
1159	71719	Kennzeichenpflicht für Fahrräder und Pedelecs (im weiteren Sinne)
1160	71492	Heu-Sammeltaxi als Pilotprojekt
1161	71381	Zuffenhausen zum saubersten Stadtteil machen
1162	71477	Taubenschlag am Berliner Platz
1163	71446	Robert-Mayer-Straße in Tempo 30 Zone integrieren
1164	70907	Verpflichtender Bau an Parkplätzen für Neubauten und Kernsanierungen
1165	70643	Operrenovierung
1166	70906	Buslinie \"Im Geiger\" über Nürnberger Straße (S) und Gnesener Straße (U2) nach Münster (U14)
1167	71494	Attraktive Spielmöglichkeiten für Riedenberg - z.b. Pumptrack
1168	71817	Verbindung der beiden Hügel in Kaltental
1169	72242	Keine weitere Tunnel für Stuttgart 21, neue Lösungen wie Kombination Kopf und Tiefbahnhof verfolgen
1170	72163	Paul Löbe Staffel
1171	70425	Schutzbauten für den potenziellen Kriegsfall vorbereiten
1172	70362	Spielplatzsanierung weilimdorferstr. Ecke Thüringerwaldstr.
1173	70538	Zebrastreifen Ecke Gnesenerstr. Brenzstr.
1174	70237	Öffentliche Bautätigkeiten mit Bauschildern transparenter machen
1175	72152	Aufwertung / Wasserpumpe Spielplatz August-Lämmle-Weg
1176	71411	Schallschutz Brücke B27 Körschtal
1177	71590	Museum Stellwerk Hauptbahnhof
1178	70402	Beleuchtung für Fußgänger/Fahrradfahrer im Bereich Probstrasse/Probstweg
1179	71518	Jährliche Informations- und Schulungsangebote für Wiesenbesitzer
1180	71015	U Bahn Gablenberg
1181	71700	Entschleunigung Alarichstraße und Heidestraße, Feuerbach-Ost, Tempolimit auf 30 Km/h und Zebrastreifen.
1182	70054	Nachbarschaftstreff in Vaihingen im alten Fachwerkhaus einrichten
1183	70330	Neue B10 Abfahrt zur Deponie Einöd
1184	72021	Mehr Kreisverkehr für Möhringen
1185	72083	Calisthenics-Anlage am Hallschlag/Travertinpark
1186	70682	Stuttgarts Vielfalt
1187	71701	Verkehrsberuhigung und Laermschutz Kirchheimer Strasse
1188	70111	\"Langer\" Gemeinschaftsgrill um Bürger unterschiedlichster Nationen zu verbinden, im unteren Schlossgarten
1189	71726	SICHERE ÖPNV-Anbindung für Schönberg an die Linie 70 (Ruhbank-Plieningen) schaffen
1190	72189	ÖPNV Elektro-Direktverbindung Waldau-Schönberg
1191	72350	Vogelsang (-kreuzung) zu Kreisverkehr umbauen
1192	70811	Neckarwelle an Land
1193	71079	42er ersetzen durch Stadtbahn
1194	72427	Verkehrsberuhigte Zone / Fahrradstraße für die Franklinstraße und am Stadtpark
1195	70792	Tempolimit in der Roßbergstraße kontrollieren
1196	71759	Verkehrskonzept Filderschule Degerloch
1197	72066	Sitzgelegenheit einrichten am Markusplatz auf dem Bürgersteig der Filderstraße gegenüber Haus 29
1198	71046	Öffentlichen Fußballplatz schaffen
1199	70348	Verkehrsberuhigung Möhringen
1200	71608	Wohnungsbauvorschläge 
1201	70112	Wo bleibt unsere U-Bahn?
1202	70115	Permakultur-Beauftragte für die Verwaltung
1203	72359	Buslinie 50 ausbauen
1204	71287	Hinweistafel für Talkrabb-Weg
1205	72052	Botnang: U9/U29 Botnang - HBF optimieren
1206	72384	Gehwegbreite vs. Parkplätze an der Hackstr.
1207	72016	Zusätzlicher Fußgänger- und Fahrradübergang Rembrandtstraße
1208	70853	Zentralisierung des Winterdienstes
1209	70349	Knotenpunkt Maybachstraße/ Alarichstraße - geregelter Fußgängerüberweg
1210	70292	Sanierung der Landhausstr. zwischen Kernerplatz und Werastr.
1211	71428	Surfskate Anlage in der Innenstadt
1212	70996	Tempo 40 auf dem Roten Stich + stationäre Geschwindigkeitskontrolle
1213	72463	Hof der Fasanenhofschule umgestalten
1214	70517	Beleuchtung Rotweganlagen
1215	70177	Verkehrsspiegel anbringen Obere Brandstr/Hechingerstr.
1216	71547	Neue Siedlung Schafhaus in Mühlhausen mit U7 an Stadbahnnetz anbinden.
1217	70097	Kreuzung Wilhelmstr / Brunnenstr. ( vor AOK ) zum Kreisverkehr umbauen
1218	70458	Schrittgeschwindigkeit in Kaltental
1219	71522	Generelles Tempolimit 50 bis 80 km/h in Städten außerhalb von Wohngebieten
1220	71169	Buslinie 91 verlängern
1221	70005	Haltestelle Friedhofstrasse am Pragfriedhof wieder einrichten
1222	72335	Stuttgarter Klima-Dialoge: Aussprache als Initialzündung
1223	71843	Tempo 30 in der Zabergäustrasse
1224	70487	Tempo 40 km/h Zabergäustrasse Zuffenhausen
1225	71994	Taktung U29 verbessern
1226	71882	Umwelt- und Klimaschutz im Waldheim am Frauenkopf
1227	72064	U15 über Nordbahnhof/Budapester Platz verkehren lassen
1228	70480	Stuttgart-Rotenberg: Bessere Kennzeichnung der 30er Zone im gesamten Ort sowie temporäre oder dauerhafte Geschwindigkeitsüberwachung
1229	72324	Umbau Kreuzung Am Kräherwald Gaußstraße
1230	71780	Gemeinwohl-Ökonomie und commons Unterstützen
1231	72248	Verkehrsberuhigung in Wolfbusch
1232	70091	Einbahnstraßen im Lehenviertel
1233	70809	Gaskessel Gaisburg; Umnutztung als automatisches Parkhaus
1234	71003	Windelcontainer
1235	71501	Wegebeleuchtung
1236	70141	Städtische SWSG-Wohnungen auch bei negativer Schufa-Auskunft des Mietinteressenten vergeben
1237	71627	Quartiersgaragen für Stuttgart-Ost
1238	70479	Rotenberg ins Car2Go Geschäftsgebiet aufnehmen und Bau einer öffentlichen Ladestation vorantreiben
1239	70768	Beleuchtung
1240	70979	Tempo 40 in der gesamten Welfenstraße einführen
1241	71123	Bushaltestelle Bismarckplatz in Haltebucht verlegen
1242	71426	Kostenloser Eintritt in Stuttgarter Theaterhäuser
1243	72334	Erweiterung des Sportgeländes an der Rohrackerstraße in eine Sport-, Freizeit- und Begegnungsfläche für Jung und Alt
1244	70688	Ortsbus-Linie in Stammheim zu einer S-Bahn-Haltestelle erweitern
1245	70615	Doppelkreisel im Zentrum Weilimdorf
1246	72442	Kreisverkehre einrichten auf Robert-Koch-Straße von Vaihinger Hauptstraße bis Rohr
1247	70245	Bau einer Calisthenics-Anlage in Möhringen
1248	70496	Zuschuss Erhöhung für Bund Bildender Künstlerinnen Künstlerinnen Württembergs e.V.
1249	71635	Ampel an Löffelstraße besser schalten
1250	70143	Fußgängerüberweg und Beschilderung vor Kindergarten St Thomas Morus Heumaden
1251	71926	Dachswaldweg: Vorgeschriebene Geschwindigkeit besser zeigen
1252	70975	Weniger Autobahnlärm A 8 Rohr/Dürrlewang
1253	70920	Durchfahrt Möhringer Straße/Böheimstraße unattraktiv machen
1254	71655	Zebrastreifen an Neuwirtshausstraße
1255	70100	Übersetzungsdienstleistungen werden immer wichtiger! Kontaktstelle einrichten
1256	72449	Zweisystemstadtbahn (Karlsruher Modell) erwerben
1257	71814	Tempolimit Wagrainstr/Hofener Straße
1258	70313	Verkehrsberuhigte Gaußstraße durch Durchfahrverbote
1259	71188	Rathaus entwickeln
1260	70059	Buslinie 99 in Stammheim geringfügig erweitern
1261	72068	Usability des Sitzungskalenders stärken!
1262	70060	Neue Buslinie für Stammheim zur Verstärkung der U15
1263	70442	Gefahrenstelle Durchfahrt Internationale Schule, Schöttlestr. entschärfen
1264	71519	Blütenstreifen statt Solarparks an Autobahnen und Verkehrswegen
1265	72139	Spielplatz Fuchwaldstr. attraktiv machen
1266	70804	Unterführung am Schillerplatz, Stuttgart-Vaihingen
1267	72349	Bildung eines Kindervorstandes und Einrichtung eines Zukunftsrat auf dem Aktivspielplatz Raitelsberg - Aki steht für Teilhabe
1268	71621	Gründung von LGBT Senior:innen Communities
1269	72395	Im Rahmen der Russland-Sanktionen sanktioniertes Eigentum beschlagnahmen und, wo rechtlich möglich, enteignen
1270	70796	Subventionierte Zugtickets in die Partnerstadt Straßburg
1271	71282	Mehr Parkplätze für Anwohner schaffen
1272	70745	Überweg Schönbuchstrasse Stuttgart Rohr
1273	72358	Zuffenhausen- Hohensteinpark umgestalten und aufwerten
1274	70701	X20-Verlängerung zum Max-Eyth-See über Steinhaldenfeld
1275	71730	Erhalt der Kirche und Dorfmitte von Schönberg als SOZIALER ORT
1276	72418	Sicherer und schöner - die Unterführung unter den Gleisen und B10/B27 - Schwieberdinger Straße/Frankenstraße
1277	70138	Durchgängiger Gehweg in der Elfenstraße beim Gasthof Riedsee
1278	70047	Verbreiterung Fussgängerweg über Bahngleise Weinsteige
1279	70382	Zusammenlegung der Dienststellen in den Stadtbezirken
1280	70014	Lärmschutz an JVA verbessern
1281	71176	Spielstraße im Storchenweg, Hubertusweg, Dachsweg (Wolfbusch)
1282	70317	Verkehrsberuhigung Epplestraße
1283	72048	Ausweitung des kostenpflichtigen Parkens im Bereich Löwentormuseum
1284	70038	Entschärfung Verkehrssituation Solitudeallee Stuttgart Stammheim
1285	70426	Calisthenics Anlage Hallschlag
1286	72147	Dieselfahrzeuge in städtischen Fuhrparks mit XTL/HVO betreiben
1287	72443	Prostitution
1288	71448	Tempo 30 in Benzenäckerstr. einführen
1289	71722	Reduktion des Restmülls (um bis zu 10 % !) durch einen Windelbonus
1290	71618	Kfz-Zulassung und Stellplatzbindung
1291	71137	Grünanlage verschönern zwischen Main-und Moselstr.
1292	71912	Energie- und Wärmekonzept Stuttgart Plieningen-Wolfer
1293	71840	Fasanenplatz in S-Hausen, durch zwei Bänke und ein Blumenbeet aufwerten
1294	71529	Fußgängerüberweg (Zebrastreifen) Hainbuchenweg über Jahnstraße
1295	70314	Verkehrsberuhigte Gaußstraße durch Einbahnstraße
1296	72075	Basketball Platz an der Talwiesen Sporthalle
1297	72250	Tauben vergiften im Park verhindern
1298	70189	Betriebshof Netze BW entwickeln mit Wohnbebauung
1299	71645	Verlängerung der Buslinie 56
1300	70596	Direktes Antragsrecht im Bezirksbeirat für die Bürgervereine bei Angelegenheiten des Bezirks
1301	70003	Behindertenparkplätze besser kennzeichnen
1302	71642	Zweitwohnsitzsteuer
1303	71776	Taktung 73er Bus erhöhen
1304	71818	Hubertusplatz im Ortsteil Wolfbusch aufwerten
1305	72000	U-Bahnhaltestelle der U13, S-Hausen
1306	71382	Lärmschutz an B14 in Untertürkheim
1307	72222	Poller vor die beginnende Fahrradspur auf Augsburger Straße Richtung OT
1308	71326	\"die Mitte stärken\"
1309	71029	Auerbachstrasse Tempo 30
1310	70015	Endlich Lärmschutz im Stammheimer Norden wegen des Containerbahnhofs verbessern
1311	71740	Freizeitangebot
1312	71039	Mahnmal für die Opfer des Nationalsozialismus am Stauffenberg Platz
1313	70042	Aufzug zum Generationenzentrum Kornhasen einrichten
1314	70460	Sportplatz hinter Hugo-Kunzi-Halle wiederbeleben
1315	71841	LED - Straßen- und Gehweg Beleuchtung an der Gerlingerstraße in S-Hausen
1316	72398	Gemeindewiese erwerben
1317	71377	Tempo 40 in der Asangstrasse
